Date,WeekDay,O,H,L,C
12-10-10,3,125.9,125.9,124.21,125.75
13-10-10,4,148.38,148.38,124.8,127.28
14-10-10,5,127.2,128,126,126.1
15-10-10,6,127.49,127.49,124,124.08
18-10-10,2,124,124.8,122.02,124.46
19-10-10,3,123.6,125.7,122.5,123.2
20-10-10,4,123.89,124,122.27,122.74
21-10-10,5,124,125.5,122.25,125.37
22-10-10,6,124,125.8,123.3,125.23
25-10-10,2,125.9,126.6,124.5,125.7
26-10-10,3,123.51,125.4,123.51,124.6
27-10-10,4,122.6,124.3,122.5,123.29
28-10-10,5,123.6,123.7,122.1,122.46
29-10-10,6,122.4,123.5,121,123.13
01-11-10,2,123.3,128.3,123.3,127.27
02-11-10,3,127.3,129.4,126.91,129.28
03-11-10,4,130,130.1,128.2,130
04-11-10,5,129.9,132.4,129.2,130.8
05-11-10,6,127.1,141.9,127.1,134
08-11-10,2,135,135,131.5,132.1
09-11-10,3,131.2,132,130,130.76
10-11-10,4,131.9,131.9,130.1,131
11-11-10,5,131.7,131.9,129.5,129.62
12-11-10,6,129,129.4,125.5,126.17
15-11-10,2,127,129.2,126,128.8
16-11-10,3,127.3,129.6,124.7,125.49
18-11-10,5,126.8,126.8,120.4,123.98
19-11-10,6,123.1,123.8,121.5,121.96
22-11-10,2,123.4,135.65,121.5,125.9
23-11-10,3,125,125,120.51,122.87
24-11-10,4,140,140,118,120.24
25-11-10,5,130,130,116.8,117.59
26-11-10,6,118,120,114.4,117.9
29-11-10,2,118,119.7,118,119.64
30-11-10,3,118.6,121.1,117.4,120.73
01-12-10,4,121.4,124,119.41,123.98
02-12-10,5,124,125.5,124,124.23
03-12-10,6,125,125.19,123.2,124.7
06-12-10,2,123.6,125,121.9,122.06
07-12-10,3,120.92,120.92,117,117.79
08-12-10,4,117.4,121,115.4,116.17
09-12-10,5,118.5,118.5,111.7,112.34
10-12-10,6,112.3,116,111.2,115.13
13-12-10,2,115.7,117,114.5,116.22
14-12-10,3,116.22,116.9,115.1,116.66
15-12-10,4,115.8,115.8,112.7,113.38
16-12-10,5,125.6,125.6,112.71,115.31
20-12-10,2,115,115,113.3,113.98
21-12-10,3,114.7,116.39,113.61,116.32
22-12-10,4,116.45,117.09,115,116.08
23-12-10,5,116.4,116.4,114.2,115.26
24-12-10,6,116,116,113.71,115.61
27-12-10,2,116.45,116.45,115.02,115.2
28-12-10,3,115,115.6,114.7,115.18
28-12-10,3,115,115.6,114.7,115.18
29-12-10,4,114.2,116.3,114.2,116.29
30-12-10,5,115.9,117.5,115.81,116.9
31-12-10,6,116.8,119.2,116.8,118.77
03-01-11,2,119.77,120,118.15,118.65
04-01-11,3,119.8,119.8,116,116.28
05-01-11,4,116.3,116.3,113.8,114.16
06-01-11,5,114.9,114.9,112.83,113.18
07-01-11,6,112.4,113.9,111.2,111.9
10-01-11,2,115,115,108,108.14
11-01-11,3,109.2,110.5,107.06,109.85
12-01-11,4,109.5,112.48,108.05,111.56
13-01-11,5,112.5,112.5,106.5,107.98
14-01-11,6,107.01,110,103.65,105.48
17-01-11,2,106,112,104,105.95
18-01-11,3,105.53,107.8,105.35,106.53
19-01-11,4,107.9,107.9,106.2,106.53
20-01-11,5,106.9,108.8,104.8,108.65
21-01-11,6,110,110,107.4,109.78
24-01-11,2,110.2,112.2,109,111.57
25-01-11,3,112.2,112.8,108.3,108.97
27-01-11,5,109.05,109.98,107.1,107.55
28-01-11,6,107.61,108.87,105.9,106.71
31-01-11,2,105.9,107,105.3,106.49
01-02-11,3,107.6,107.6,105.7,105.83
02-02-11,4,107.2,107.3,105.5,105.98
03-02-11,5,105.9,107.84,105,107.22
04-02-11,6,106.21,108.9,104.5,105.17
07-02-11,2,105.18,108.1,104.1,104.75
08-02-11,3,104.78,105,102,102.6
09-02-11,4,101.8,103.4,100.38,101.49
10-02-11,5,102,103,100.8,101.62
11-02-11,6,102.2,105.9,101.3,105.42
14-02-11,2,107,109.2,106.1,108.46
15-02-11,3,107.4,111.09,107.3,110.09
16-02-11,4,109,110.7,109,109.23
17-02-11,5,108.1,111.91,108.1,111.4
18-02-11,6,113.05,113.4,110.6,110.85
21-02-11,2,111,111.5,109,110.85
22-02-11,3,110,119,108.6,109.16
23-02-11,4,109.35,109.47,106.81,107.24
24-02-11,5,107.29,107.29,102.52,102.99
25-02-11,6,103.8,105,103,104.68
28-02-11,2,105.1,107.47,104.1,104.64
01-03-11,3,105.8,109.1,105.8,108.69
03-03-11,5,109,111.16,107.5,109.35
04-03-11,6,110.05,111,109.45,110.64
07-03-11,2,110,110,107.5,107.68
08-03-11,3,108.32,110.3,108.3,110.17
09-03-11,4,111,111,109.1,109.24
10-03-11,5,108.8,109.8,108.4,109.7
11-03-11,6,108.9,109.8,107.9,108.49
14-03-11,2,109,109.7,107.7,108.67
15-03-11,3,108.5,108.8,107,107.86
16-03-11,4,109.28,109.8,108.31,109.5
17-03-11,5,109,111.78,108.02,108.71
18-03-11,6,108.88,109.58,107.8,108.29
21-03-11,2,107.84,108.6,107,108
22-03-11,3,108.54,109.2,108.05,109
23-03-11,4,109.05,110.65,107.31,110.13
24-03-11,5,110.5,111.6,110.21,111.49
25-03-11,6,111.98,114.2,111.21,113.55
28-03-11,2,113.98,115.88,113.55,114.91
29-03-11,3,123,123,114.61,115.28
30-03-11,4,116,117.2,116,116.92
31-03-11,5,117.7,119.5,116,117.13
01-04-11,6,117,117.32,115.5,116.58
04-04-11,2,117,118.08,116.38,117.8
05-04-11,3,118,118.2,116.18,117.59
06-04-11,4,118.6,118.6,116.4,117.68
07-04-11,5,116.61,118.58,116.61,118.04
08-04-11,6,108.82,118.88,108.82,116.91
11-04-11,2,115.44,117,115.44,116.51
13-04-11,4,115.9,118,115.9,117.84
15-04-11,6,120,120.1,117,118.45
18-04-11,2,113,118.84,113,116.24
19-04-11,3,116.95,117.11,115.08,116.64
20-04-11,4,118.05,118.1,115.81,117.37
21-04-11,5,118.15,119.1,117.91,118.75
25-04-11,2,119.9,120.45,118.8,120.38
26-04-11,3,119.98,120.2,117.5,119.79
27-04-11,4,120.35,120.35,117.8,118.42
28-04-11,5,118.39,118.5,117.21,117.5
29-04-11,6,117.5,117.5,114.01,114.46
02-05-11,2,115,115,112.5,112.78
03-05-11,3,113,113.7,109,110.08
04-05-11,4,110,112.5,108.28,110.16
05-05-11,5,110.3,110.85,107.21,108.5
06-05-11,6,110.15,117.7,108.5,111.31
09-05-11,2,113.08,113.08,109.37,111.2
10-05-11,3,111.42,111.42,109.52,110.05
11-05-11,4,110,111.11,109.7,110.87
12-05-11,5,110.78,111.21,108.25,109.57
13-05-11,6,109,112,109,110.37
16-05-11,2,108.5,110.4,108.4,109.01
17-05-11,3,110.2,110.2,106.6,107.78
18-05-11,4,113,113,106.25,106.84
19-05-11,5,107.4,107.4,106.2,106.43
20-05-11,6,106.11,108,106.11,106.91
23-05-11,2,106.65,106.65,104,104.87
24-05-11,3,105.15,105.55,104,104.33
25-05-11,4,105.9,105.9,104,104.65
26-05-11,5,104.14,106,104.14,105.52
27-05-11,6,106.12,108.3,105.05,107.22
30-05-11,2,110,113.9,107.39,108.58
31-05-11,3,104,113,104,109.74
01-06-11,4,109.7,111.3,109.53,110.6
02-06-11,5,111.7,111.7,108.57,109.71
03-06-11,6,109,111.1,108.3,109.52
06-06-11,2,108.7,110.3,107.65,109.64
07-06-11,3,108.5,110.75,108.5,109.63
08-06-11,4,108.5,110.39,108.31,108.62
09-06-11,5,105.8,109.63,105.8,109.03
10-06-11,6,108.3,109.8,107.5,107.6
13-06-11,2,108.7,109.2,107.1,108.67
14-06-11,3,109.35,109.8,108.51,108.74
15-06-11,4,109.58,109.58,107.8,108.16
16-06-11,5,107.9,108.3,106.53,107.4
17-06-11,6,106.94,108,106.65,107.88
20-06-11,2,107.9,107.9,106,106.22
21-06-11,3,107.46,108,106,106.41
22-06-11,4,105.7,107.15,105.25,105.74
23-06-11,5,106.5,107,105.78,106.62
24-06-11,6,108.18,109.8,107.72,109.16
27-06-11,2,109.78,111.48,109.65,110.95
28-06-11,3,111.29,111.75,110.4,111.4
29-06-11,4,111.7,112.45,111.44,112.12
30-06-11,5,112.7,113.5,112.15,112.78
01-07-11,6,113.5,113.51,112.5,113.02
04-07-11,2,114.2,115,113.9,114.36
05-07-11,3,114.4,114.8,113.64,114.46
06-07-11,4,114.7,115,113.3,113.6
07-07-11,5,114,116.8,113,116.42
08-07-11,6,114.7,116.48,113.39,114.2
11-07-11,2,114.9,114.9,112.44,112.92
12-07-11,3,113,113.28,111.03,112.49
13-07-11,4,112.8,113.84,111.83,112.25
14-07-11,5,113.58,114.85,112.28,114.06
15-07-11,6,114.68,115,112.9,113.27
18-07-11,2,113.01,114.85,113,114.01
19-07-11,3,114.38,115,112.99,114.85
20-07-11,4,114.98,115,113.01,113.71
21-07-11,5,113.7,113.7,112,112.26
22-07-11,6,113.65,113.9,112.66,113.45
25-07-11,2,113.15,115.7,112.88,115.61
26-07-11,3,116.38,116.38,112,113.53
27-07-11,4,113.4,113.4,111.55,111.81
28-07-11,5,111.1,111.6,110.3,110.51
29-07-11,6,110.2,111.68,110,111.15
01-08-11,2,112.68,112.68,110.38,111.36
02-08-11,3,110.8,111.03,109,109.62
03-08-11,4,110,110,107.4,107.99
04-08-11,5,108.8,108.8,107.01,107.4
05-08-11,6,105,106,88,105.45
08-08-11,2,104,106.58,101.5,104.37
09-08-11,3,104.3,106.3,100.11,102.85
10-08-11,4,106.48,106.5,105.03,105.19
11-08-11,5,106,106.58,103.88,104.91
12-08-11,6,109.4,109.4,102.3,103.14
16-08-11,3,106.48,107.4,101.68,103.41
17-08-11,4,102.8,103.6,101,101.52
18-08-11,5,101.9,101.9,97,97.74
19-08-11,6,99.4,109.5,94.5,95.92
22-08-11,2,98,98,94.1,96.03
23-08-11,3,96.4,97,95,96.82
24-08-11,4,96.25,97.5,95,95.05
25-08-11,5,95.5,95.9,93.1,93.42
26-08-11,6,89.22,95,89.22,91.57
29-08-11,2,93,95.5,92.6,95.32
30-08-11,3,96.5,97.01,95.38,95.92
02-09-11,6,96.98,97.38,96.15,96.9
05-09-11,2,97,97.5,95.32,97.11
06-09-11,3,96.4,98.8,95.5,97.85
07-09-11,4,97.77,100.85,97.77,100.01
08-09-11,5,100.4,100.8,98.4,100.54
09-09-11,6,100.85,101,98.5,98.87
12-09-11,2,98,98,95,95.74
13-09-11,3,95.88,97.2,94.6,95.05
14-09-11,4,95.5,96.85,94.51,96.57
15-09-11,5,96.85,97.9,95.4,97.33
16-09-11,6,97.88,99.6,96.67,98.28
19-09-11,2,98.2,98.2,96.51,96.68
20-09-11,3,97.85,99.9,96.38,98.81
21-09-11,4,98.91,100.03,91.09,99.85
22-09-11,5,97.75,98.95,96.8,97.15
23-09-11,6,96.8,97.8,93.6,95.86
26-09-11,2,95.5,96.7,93.7,96.33
27-09-11,3,97.7,98.6,96.58,97.72
28-09-11,4,96.97,97,96.01,97
29-09-11,5,94,97.3,94,96.38
30-09-11,6,96.06,98.6,95.3,96.43
03-10-11,2,94.6,94.6,93.44,93.55
04-10-11,3,92.66,94,90,91.07
05-10-11,4,90.2,91.59,89.63,90.94
07-10-11,6,93,93.2,91.01,91.28
10-10-11,2,90.8,92.7,90.76,92.33
11-10-11,3,93.5,94.28,92.87,93.24
12-10-11,4,93,96.4,92.51,95.43
13-10-11,5,96.54,98.48,95.99,96.72
14-10-11,6,97.2,97.6,96.24,97.09
17-10-11,2,97.76,98.48,97.3,97.96
18-10-11,3,92.08,97,92.08,96.3
19-10-11,4,97.34,99.3,97.34,98.85
20-10-11,5,98.69,98.69,96.86,97.96
21-10-11,6,98.35,98.5,97.4,97.48
24-10-11,2,100,100,97.01,98.29
25-10-11,3,100,107.68,95.1,95.59
26-10-11,4,102.48,104.4,97,97.39
28-10-11,6,99.98,100,98.82,99.64
31-10-11,2,100.5,101.88,98.7,100.94
01-11-11,3,101.08,101.5,98.57,99.13
02-11-11,4,98.98,100,98.01,99.08
03-11-11,5,98.5,99.6,98.1,98.34
04-11-11,6,100.55,100.58,98.7,99
08-11-11,3,100.35,100.35,98.5,99.8
09-11-11,4,99.79,100.53,96.61,97.57
11-11-11,6,97.03,97.2,93.9,94.6
14-11-11,2,96.06,96.06,94.01,94.44
15-11-11,3,94.25,94.25,91.3,91.82
16-11-11,4,91.9,92.61,90.99,92
17-11-11,5,92.66,92.66,90.8,91
18-11-11,6,95,98.8,88.62,89.29
21-11-11,2,88.5,89.22,86.91,87.31
22-11-11,3,87.31,87.65,85.99,86.52
23-11-11,4,87,87,84.34,85.5
24-11-11,5,84.37,85.85,84,85.36
25-11-11,6,84.5,87.01,84.5,85.95
28-11-11,2,87.85,89.1,86.77,88.67
29-11-11,3,88.22,89.26,87.5,88.55
30-11-11,4,87.5,88,86.5,86.85
01-12-11,5,86.9,91.5,86.9,90.14
02-12-11,6,89.2,92.9,89.2,92.17
05-12-11,2,92.99,93.3,91.9,92.53
07-12-11,4,93.8,93.95,92.6,92.91
08-12-11,5,91.41,93.13,90.57,90.72
09-12-11,6,89,90,88,89.21
12-12-11,2,89.9,90,86.8,87.13
13-12-11,3,86.1,86.92,85.5,86.26
14-12-11,4,86.5,88.45,85.9,86.55
15-12-11,5,85.18,86.88,85.18,86.11
16-12-11,6,86.22,87.52,83.01,83.44
19-12-11,2,83.1,83.5,79,80.35
20-12-11,3,79.5,81.8,78.72,79.09
21-12-11,4,84,84.5,80,81.87
22-12-11,5,82.5,84.2,81,84
23-12-11,6,84.11,85.03,83,83.27
26-12-11,2,84,84.5,83.65,84
27-12-11,3,83.5,84.75,82.8,83.21
28-12-11,4,82.4,82.4,80.88,81.55
29-12-11,5,82,82,80.3,80.9
30-12-11,6,80.6,82.27,79.8,80.21
02-01-12,2,79.7,81,79.43,80.61
03-01-12,3,82,84,81.23,83.69
04-01-12,4,83.7,84.8,83.5,84.42
05-01-12,5,84.8,85.5,84.24,84.54
06-01-12,6,84.5,86.34,83.5,85.28
07-01-12,7,85.9,86.39,85,85.25
09-01-12,2,85.2,85.5,83.71,85.19
10-01-12,3,86,89,86,88.57
11-01-12,4,88.5,89.2,87.83,88.54
12-01-12,5,88.5,90.77,88.4,90.2
13-01-12,6,90.69,91.68,89.34,90.17
16-01-12,2,91.2,91.2,88.76,90.16
17-01-12,3,91,92,90.71,91.16
18-01-12,4,90.48,90.9,89.49,90.65
19-01-12,5,91.58,92.5,91.58,92.16
20-01-12,6,92.8,95.9,92.8,94.86
23-01-12,2,95.48,97.5,95,95.23
24-01-12,3,96.2,99.5,95.08,98.56
25-01-12,4,99.56,99.56,97.83,98.58
27-01-12,6,99.48,99.48,97.1,98.23
30-01-12,2,97.2,97.91,96.3,96.48
31-01-12,3,97.48,100.45,97.35,99.66
01-02-12,4,99.4,100,98.01,99.7
02-02-12,5,99.9,101.5,98.06,100.79
03-02-12,6,100.1,101.9,99.8,101.54
06-02-12,2,102.7,104.72,102.5,102.85
07-02-12,3,103.5,105.58,102.74,103.48
08-02-12,4,103.51,104.5,103,103.35
09-02-12,5,103.46,106.5,103.37,105.66
10-02-12,6,105,106.8,105,105.63
13-02-12,2,105.55,106.5,104,105.35
14-02-12,3,105,106.6,104.5,106.35
15-02-12,4,106.9,110,106.9,109.63
16-02-12,5,109.95,109.95,106.66,109.31
17-02-12,6,110,112.4,110,111
21-02-12,3,110.9,113,110.9,111.96
22-02-12,4,112.05,112.05,106.12,108.69
23-02-12,5,107.6,109.29,107,108.44
24-02-12,6,107.4,108,105.5,106.04
27-02-12,2,106.12,106.12,101.9,102.94
28-02-12,3,103.2,107.33,103.01,105.06
29-02-12,4,108,112.9,105.1,106.11
01-03-12,5,105.1,105.1,103.5,104.51
02-03-12,6,104.28,106.5,104,105.93
03-03-12,7,104.32,106.25,104.1,105.03
05-03-12,2,104.97,104.97,102.5,103.79
06-03-12,3,102,106.26,102,102.7
07-03-12,4,104,104,101.35,103.24
09-03-12,6,103.9,105.6,103.9,105.35
12-03-12,2,107,109.94,106,107
13-03-12,3,108,111,106.9,107.19
14-03-12,4,108.4,109.4,107.64,108.64
15-03-12,5,106.47,109.38,106,106.08
16-03-12,6,107.58,107.9,103.41,104.24
19-03-12,2,104.2,104.2,102.11,102.28
20-03-12,3,102.5,103.58,102,103
21-03-12,4,102.6,105.1,102.1,104.86
22-03-12,5,105,105.5,101.1,102.25
23-03-12,6,103.4,103.8,101.7,103.03
26-03-12,2,101.5,102.8,100.6,101.11
27-03-12,3,101.2,101.86,100.51,101.59
28-03-12,4,100.6,101.26,99.9,100.07
29-03-12,5,99.4,100.22,97.9,99.39
30-03-12,6,100.8,106.9,99.7,102.56
02-04-12,2,105,105.5,102.15,103.18
03-04-12,3,103.9,104.8,103,104.05
04-04-12,4,104,104,102.6,102.89
09-04-12,2,102.5,102.5,101.3,101.55
10-04-12,3,101,102,101,101.56
11-04-12,4,101.55,103,101,102.53
12-04-12,5,103.4,104.59,102.5,104.11
13-04-12,6,105.3,106.1,102.1,103.44
16-04-12,2,105,105,103,104.52
17-04-12,3,103,106,103,104.96
18-04-12,4,104.76,105.9,104.76,104.86
19-04-12,5,104.1,105.7,104.1,105.16
20-04-12,6,105.5,106.2,103.8,104.39
23-04-12,2,105.6,105.6,101.14,101.73
24-04-12,3,103.5,103.5,101.12,102.62
25-04-12,4,102.11,102.6,100.41,101.38
26-04-12,5,101.99,101.99,100.21,100.67
27-04-12,6,100.67,102.15,100.46,101.33
28-04-12,7,99.71,101.91,99.71,100.51
30-04-12,2,102.2,102.6,100.9,101.2
02-05-12,4,102.49,103.98,102,102.15
03-05-12,5,102,102,100.51,100.93
04-05-12,6,100.5,100.5,97.21,98.81
07-05-12,2,99.5,100.48,96,98.04
08-05-12,3,100.4,104,97.51,98.17
09-05-12,4,98.15,99.43,94.1,94.93
10-05-12,5,94.5,96.84,94.1,95.03
11-05-12,6,95,96.01,94.1,95.49
14-05-12,2,96.5,96.5,93.5,93.81
15-05-12,3,93.2,96,93.2,94.93
16-05-12,4,94.91,95.9,91.09,93.23
17-05-12,5,94.8,97.3,91.5,92.79
18-05-12,6,93.2,94,91.5,93.5
21-05-12,2,93.3,95.35,93.3,94.83
22-05-12,3,95,95.5,93.22,93.85
23-05-12,4,93.3,94.94,91.5,93.9
24-05-12,5,94,95.3,92.9,94.78
25-05-12,6,94.6,95.4,94.01,95.1
28-05-12,2,96,96.3,94.31,95.65
29-05-12,3,96.39,96.4,95.2,95.49
30-05-12,4,96,96,94,94.42
31-05-12,5,94,94.9,93.11,94.33
01-06-12,6,94,95.9,93.8,94.42
04-06-12,2,92.2,95.5,91.8,94
05-06-12,3,96,96.4,94.11,95.99
06-06-12,4,96.49,96.9,95.01,96.66
07-06-12,5,97.4,99.1,96.5,98.62
08-06-12,6,97.2,99,96.84,98.62
11-06-12,2,99.5,100.24,98.38,98.75
12-06-12,3,99.9,103.3,97.36,102.35
13-06-12,4,102.5,103.06,100.11,101.92
14-06-12,5,100.41,102,99.02,100.1
15-06-12,6,100,103.5,98,99.84
18-06-12,2,103.4,103.4,97.8,98.23
19-06-12,3,98.2,99.9,97,97.48
20-06-12,4,98,99.5,98,98.44
21-06-12,5,98.5,100.83,98.5,100.49
22-06-12,6,99.5,100.5,99.5,99.87
25-06-12,2,101,101.4,99,100.57
26-06-12,3,100.5,100.5,99.51,100
27-06-12,4,101,101,100,100.2
28-06-12,5,100,101,100,100.37
29-06-12,6,101.3,104,100.5,102.81
02-07-12,2,102.44,104.8,102.21,104.33
03-07-12,3,104.33,105.4,104.3,105.27
04-07-12,4,103.03,106,103.03,105.34
05-07-12,5,106.3,106.3,104.32,105.98
06-07-12,6,106.5,106.5,105.21,106.28
09-07-12,2,106.45,106.45,105,105.95
10-07-12,3,106.48,107.4,106.01,107.05
11-07-12,4,106.8,108.5,106.61,107.49
12-07-12,5,107.5,107.5,105.11,106.21
13-07-12,6,106.1,107.9,105.41,105.61
16-07-12,2,106,107.4,105.56,105.96
17-07-12,3,106.03,107,104.52,105.04
18-07-12,4,106.2,106.2,105.31,105.8
19-07-12,5,105.9,107,105.9,106.61
20-07-12,6,106.89,106.89,105.15,105.7
23-07-12,2,106.8,106.8,103.1,104
24-07-12,3,105.8,105.8,102.71,103.41
25-07-12,4,104.5,104.69,102.5,103.37
26-07-12,5,102.51,103.79,101,101.46
27-07-12,6,101.2,103.84,101.04,102.19
30-07-12,2,103,104.8,102.01,104.06
31-07-12,3,104.75,105.88,102.43,104.41
01-08-12,4,104.56,105,104.23,104.57
02-08-12,5,104.5,104.5,103.5,103.67
03-08-12,6,103.5,104,102.3,103.88
06-08-12,2,106.5,106.5,104,105.17
07-08-12,3,104.2,107,104.2,105.79
08-08-12,4,106.4,106.5,104.53,104.84
09-08-12,5,106.4,106.5,104.7,104.91
10-08-12,6,105.15,105.15,103.3,104
13-08-12,2,105.1,105.1,102.8,104.84
14-08-12,3,105.5,106.4,104.52,106.1
16-08-12,5,106.1,106.4,104.93,105.58
17-08-12,6,105.5,105.7,104,104.65
21-08-12,3,105.4,107.5,104.5,106.46
22-08-12,4,106.06,106.06,104.6,105.26
23-08-12,5,106.02,106.7,104.7,106.06
24-08-12,6,105,105.5,104.01,104.25
27-08-12,2,105.4,105.4,101.64,102
28-08-12,3,101.9,103.5,101.41,102.62
29-08-12,4,102.01,102.9,101.85,102.67
30-08-12,5,102.06,102.2,101.25,101.66
31-08-12,6,101.2,102.8,100.36,101.52
03-09-12,2,102,103.56,101,101.92
04-09-12,3,102.5,102.5,101.04,101.83
05-09-12,4,102.3,102.3,100.61,101.07
06-09-12,5,101.9,101.9,100.2,101.02
07-09-12,6,101.5,106.8,101.5,102.84
08-09-12,7,103,103,101.6,101.96
10-09-12,2,103,103.5,101,102.51
11-09-12,3,102.51,103,101.01,102.46
12-09-12,4,103,103.5,102,102.73
13-09-12,5,102,103.5,102,103.4
14-09-12,6,105.5,107.5,105.15,107.29
17-09-12,2,107.5,111.5,107.5,109.95
18-09-12,3,109.6,111,109.5,110.45
20-09-12,5,109.8,110.9,108.7,109.62
21-09-12,6,110,117.4,108.5,116.58
24-09-12,2,114,117.5,110.05,115.36
25-09-12,3,115.6,115.6,113.71,114.78
26-09-12,4,116.34,131.76,114,114.92
27-09-12,5,115,116.44,114.05,114.71
28-09-12,6,115.7,116.74,115.03,115.19
01-10-12,2,110.63,115.95,110.3,115
03-10-12,4,115.5,115.5,113.7,114.88
04-10-12,5,116.5,117.7,116.5,117.11
05-10-12,6,117.5,118,115.2,115.92
08-10-12,2,118.5,118.5,114.05,114.39
09-10-12,3,115.02,116.5,114.4,115.33
10-10-12,4,116,116,113.06,113.37
11-10-12,5,113.5,115.4,112.81,114.86
12-10-12,6,115.2,115.96,114.25,114.6
15-10-12,2,114.95,115,112.62,114.83
16-10-12,3,115.6,115.74,113.76,114.32
17-10-12,4,114.5,114.99,113.8,114.63
18-10-12,5,115,117,114.31,116.65
19-10-12,6,116.5,118.76,116,116.83
22-10-12,2,116.3,117.5,115.51,117.31
23-10-12,3,117,117.79,115.66,116.02
25-10-12,5,116.8,118.84,115.55,117.76
26-10-12,6,117.9,117.9,116.81,116.98
29-10-12,2,118.44,118.44,115.6,116.82
30-10-12,3,116.5,118,113.5,116.69
31-10-12,4,116.2,117.9,114.3,115.17
01-11-12,5,116.8,118.5,115.1,117.76
02-11-12,6,117.2,117.94,115.54,116.16
05-11-12,2,117.4,117.4,114.99,115.95
06-11-12,3,116.1,116.9,115.55,116.02
07-11-12,4,116.8,118.99,116.5,117.47
08-11-12,5,117.47,117.7,116.5,116.65
09-11-12,6,116.54,117.88,115.62,116.52
12-11-12,2,117,117.96,116.01,116.31
13-11-12,3,118.9,118.9,116.1,116.63
15-11-12,5,116.7,117.28,115.5,116.9
16-11-12,6,118.4,118.4,113.8,114.6
19-11-12,2,115.3,115.4,114,115.18
20-11-12,3,115.5,115.9,113.05,113.44
21-11-12,4,113.5,116.8,113.5,115.58
22-11-12,5,115.7,117,115.7,116.87
23-11-12,6,115.7,117,115.7,116.88
26-11-12,2,116.5,116.5,114.75,115.21
27-11-12,3,116.5,117.5,116.06,117.02
29-11-12,5,115.8,120.3,115.8,120.18
30-11-12,6,121,121.51,120.51,121.1
03-12-12,2,124,124,121,121.36
04-12-12,3,122,122.8,121,122.32
05-12-12,4,122.1,124.1,121.11,123.45
06-12-12,5,123.1,126,122.16,125.32
07-12-12,6,125.3,126,124.23,124.96
10-12-12,2,124.96,126.5,121.66,125.08
11-12-12,3,125.39,126.8,123.06,124.6
12-12-12,4,124.6,125.2,123.9,124.11
13-12-12,5,124.8,125.8,123.5,124.12
14-12-12,6,125,125.58,123.6,125.27
17-12-12,2,127.5,127.5,125.1,125.31
18-12-12,3,125.5,127,123.7,126.29
19-12-12,4,127.5,127.5,125.8,126.28
20-12-12,5,126.9,126.9,124.6,125.57
21-12-12,6,125.5,126.6,124,124.32
24-12-12,2,124,125.97,121.13,124.34
26-12-12,4,124,126.2,124,125.74
27-12-12,5,125.8,126.8,125,125.51
28-12-12,6,126.5,126.8,124.5,125.28
28-12-12,6,126.5,126.8,124.5,125.28
31-12-12,2,126.49,126.7,125.04,126.01
01-01-13,3,122.2,128.4,122.2,127.92
02-01-13,4,128.4,131.33,128,130.95
03-01-13,5,131.6,132.91,130.15,131.03
04-01-13,6,132,134.5,132,134.24
07-01-13,2,134,135.2,131.7,133.63
08-01-13,3,132.1,133.6,129.2,129.66
09-01-13,4,129.85,130.7,128.5,129.06
10-01-13,5,129.95,129.95,126.66,129.37
11-01-13,6,129.94,129.94,127.5,128.07
14-01-13,2,129,130.5,128.1,128.45
15-01-13,3,128.3,129.88,128.2,128.84
16-01-13,4,128.99,128.99,127.02,127.48
17-01-13,5,127.5,127.94,126.81,127.31
18-01-13,6,127.45,128.32,126.82,127.13
21-01-13,2,127.5,128,127.05,127.05
22-01-13,3,127,128.5,125.5,126.14
23-01-13,4,127,127.2,125.5,126.74
24-01-13,5,127,127,125.5,125.75
25-01-13,6,125.5,127.4,125.22,126.91
28-01-13,2,128,128.5,127.7,128.45
29-01-13,3,128,130,127,127.62
30-01-13,4,127.9,129,127.65,128.78
31-01-13,5,128.1,128.9,127.5,128.35
01-02-13,6,129,129.4,127.04,127.45
04-02-13,2,128.5,128.5,125.21,126
05-02-13,3,126.5,126.5,125.01,125.2
06-02-13,4,125.16,126.5,124.5,125.14
07-02-13,5,125,127,123.64,124.85
08-02-13,6,125,126.4,123.11,123.92
11-02-13,2,124.01,124.7,123.32,123.99
12-02-13,3,126,126,123.8,124.47
13-02-13,4,124.5,125.68,123.64,124.36
14-02-13,5,123.5,124.99,123.5,123.91
15-02-13,6,125,125,123.81,124.03
18-02-13,2,124.05,125.7,124,124.39
19-02-13,3,125.5,125.7,124.61,125.48
20-02-13,4,124.2,125.9,124.2,124.27
21-02-13,5,124.5,124.5,121.01,121.9
22-02-13,6,122.9,122.9,121.51,122.18
25-02-13,2,121,123.5,120.6,121.01
26-02-13,3,121.5,121.5,119.4,119.73
27-02-13,4,130,130,119.3,120.47
28-02-13,5,123.9,123.9,116.6,117.53
01-03-13,6,119,121,116.55,118.6
04-03-13,2,118.5,119.8,117.3,118.64
05-03-13,3,119,119.99,113,119.46
06-03-13,4,120,121,119.71,120.31
07-03-13,5,119.99,123.97,119.99,122.03
08-03-13,6,122,124.27,122,123.29
11-03-13,2,122.5,125,122.5,123.2
12-03-13,3,123.8,123.8,121.81,122.22
13-03-13,4,121,121.25,118.6,119.09
14-03-13,5,119.7,134.7,119.06,121.69
15-03-13,6,122,122.4,119.28,119.72
18-03-13,2,119.7,119.78,118.1,118.67
19-03-13,3,119.5,121.88,116,117.91
20-03-13,4,117.5,117.5,114.11,114.73
