Date,WeekDay,O,H,L,C
19-10-18,6,255.9,257.49,254,255.74
22-10-18,2,257.5,259.1,255,255.15
23-10-18,3,254.8,255.65,252.59,253.87
24-10-18,4,255.81,257,253.8,255.03
25-10-18,5,253.2,255,252.1,252.97
26-10-18,6,252.59,252.59,248.5,249.14
29-10-18,2,249.9,254.75,249,254.27
30-10-18,3,252,255.69,248,252.53
31-10-18,4,253.3,256.45,249.98,256.35
01-11-18,5,256,259.4,255.31,258.79
02-11-18,6,259.5,263.15,259.5,262.18
05-11-18,2,267.42,270,259.61,262.42
06-11-18,3,263.5,263.9,260.5,260.57
07-11-18,4,262.6,263,262,262.39
09-11-18,6,261.92,263.48,261.5,263.09
12-11-18,2,263.85,264.35,260.1,260.83
13-11-18,3,260.11,263,258.62,262.73
14-11-18,4,264.6,265.5,263.22,264.5
15-11-18,5,265.2,267,263.6,266.9
16-11-18,6,266.1,268.48,266.1,268.22
19-11-18,2,266.42,268.83,266.42,268.78
20-11-18,3,267.58,267.96,266.15,266.78
21-11-18,4,266.9,268.45,266,267.77
22-11-18,5,268.21,268.28,264,264.36
26-11-18,2,265,269.55,265,269.35
27-11-18,3,268.85,270.31,268.05,270.18
28-11-18,4,268.44,271.05,268.44,269.97
29-11-18,5,271.34,275.49,269.95,275.08
30-11-18,6,275,276.13,272.93,273.68
03-12-18,2,275,275.22,273.41,273.97
04-12-18,3,273.85,273.85,271.06,271.75
05-12-18,4,271.45,271.45,268.68,268.94
06-12-18,5,268,268,265.7,266.08
07-12-18,6,267.64,272.1,266.66,271.05
10-12-18,2,267.75,268.5,265.93,266.32
11-12-18,3,264,267.71,261.14,267.01
12-12-18,4,267.8,271.98,267.78,271.18
13-12-18,5,272.5,274.82,271.75,273.33
14-12-18,6,272.01,274.05,272,273.75
17-12-18,2,274,274.84,273.75,274.48
18-12-18,3,273.25,276.5,273.25,275.95
19-12-18,4,276.88,277.85,276.66,277.39
20-12-18,5,275.96,277.25,275.5,276.69
21-12-18,6,277.39,278.65,271.86,273.86
24-12-18,2,274,274.39,272.2,272.74
26-12-18,4,271.2,275.84,269,275.58
27-12-18,5,275.74,277.06,273.25,274.2
28-12-18,6,275.75,277.45,275.29,276.88
28-12-18,6,275.75,277.45,275.29,276.88
31-12-18,2,277.7,278.1,276,276.89
01-01-19,3,278,279.79,275.05,279.39
02-01-19,4,279.3,279.46,276.3,277.2
03-01-19,5,277.12,277.22,274.68,274.95
04-01-19,6,275.8,278,274.29,277.48
07-01-19,2,279.65,279.75,277.54,278.74
08-01-19,3,278.57,280.99,276.41,280.77
09-01-19,4,281.4,282.95,279.95,282.8
10-01-19,5,281.55,282.15,280.38,281.02
11-01-19,6,281.46,281.62,279.3,279.88
14-01-19,2,279.88,279.88,277.1,277.95
15-01-19,3,278.2,279.98,278.2,279.57
16-01-19,4,280.2,281.1,279.5,280.47
17-01-19,5,280.7,281.5,278.82,280.63
18-01-19,6,281.18,281.18,279.64,279.84
21-01-19,2,284.9,284.9,278.11,279.61
22-01-19,3,278.52,279.86,278.52,279.35
23-01-19,4,284.93,290.52,275.11,277.89
24-01-19,5,278,278.4,276.25,277.49
25-01-19,6,278.5,279.05,275.6,276.11
28-01-19,2,276.08,276.08,270.28,271.08
29-01-19,3,270.17,272.21,268.87,271.58
30-01-19,4,272.2,274.44,271.5,273.46
31-01-19,5,277,278.25,272.88,277.92
01-02-19,6,283.48,289.04,274.75,276.5
04-02-19,2,282.03,287.56,273.8,276.12
05-02-19,3,277.45,277.95,276.5,277.3
06-02-19,4,276.5,278.9,276.5,278.03
07-02-19,5,278.42,280.08,278.15,278.51
08-02-19,6,272.94,279.6,272.49,276.84
11-02-19,2,276.5,277.5,276.25,276.94
12-02-19,3,278.01,278.02,274.5,274.98
13-02-19,4,275.81,275.81,273.3,273.75
14-02-19,5,273.7,274.95,272.7,274
15-02-19,6,274.46,274.46,270.58,272.49
18-02-19,2,274.77,274.77,271.49,271.81
19-02-19,3,275.02,275.02,270.8,271.4
20-02-19,4,273.2,274.28,272.25,273.86
21-02-19,5,284.82,284.82,274.22,274.77
22-02-19,6,274.2,275.03,272.79,273.29
25-02-19,2,274.45,276.82,274.1,275.94
26-02-19,3,273.2,276.75,272.35,274.82
27-02-19,4,276.45,276.45,272.4,272.83
28-02-19,5,274.45,274.5,273.23,273.57
01-03-19,6,274.23,275.45,274.2,275.07
05-03-19,3,275.1,280.18,273.99,279.84
06-03-19,4,279.55,281.4,279.55,280.58
07-03-19,5,280.5,282.45,280,282.05
08-03-19,6,280.8,282.6,280.8,282.1
11-03-19,2,280.07,285.29,280.07,284.78
12-03-19,3,279.08,290.18,273.39,290.01
13-03-19,4,288.87,293.85,288.42,293.43
14-03-19,5,293.44,295.3,293.01,293.88
15-03-19,6,294.43,300.23,294.33,299.15
18-03-19,2,305.13,305.13,298.55,299.88
19-03-19,3,299.5,303,299.5,302.7
20-03-19,4,302.39,303.51,301.1,302.95
22-03-19,6,303.85,304.84,301,301.8
25-03-19,2,299.51,299.51,296.87,298.53
26-03-19,3,304.5,310.47,298.26,305
27-03-19,4,305.9,310,292.8,307.06
28-03-19,5,310,312,306.6,311.36
29-03-19,6,311.3,314,308.95,311.82
01-04-19,2,312.2,312.76,308.55,309.63
02-04-19,3,310,310,306.67,307.12
03-04-19,4,308.76,310.6,306.43,306.89
04-04-19,5,308,308,303.81,304.5
05-04-19,6,304.53,307,303.9,306.01
08-04-19,2,307.25,308.35,303.24,303.96
09-04-19,3,304.21,307.81,303.03,307.53
10-04-19,4,307.65,307.65,302.77,304.06
11-04-19,5,303.84,304,302.15,303.63
12-04-19,6,303.73,305.45,302.85,304.58
15-04-19,2,304.7,306.95,304.3,306.35
16-04-19,3,306.65,311.09,306.65,310.21
18-04-19,5,311,311.84,307.54,308.24
22-04-19,2,307.86,307.86,300.7,302.03
23-04-19,3,302.5,304.9,300.03,300.27
24-04-19,4,306.27,312.28,299.85,303.92
25-04-19,5,304.4,305.1,300.7,302.25
26-04-19,6,300.87,305.25,300.87,304.88
30-04-19,3,304.6,304.6,300.4,302.63
02-05-19,5,301.5,303.94,301,301.79
03-05-19,6,302.05,306.3,301.92,305.14
06-05-19,2,310.5,310.5,301.2,301.84
07-05-19,3,304,304,297.57,298.44
08-05-19,4,297.5,298,294,294.2
09-05-19,5,304.99,304.99,290.06,293.69
10-05-19,6,293.6,297.4,290.01,295.97
13-05-19,2,295.6,295.6,291.34,292.09
14-05-19,3,292.4,295.05,291.26,293.04
15-05-19,4,294.17,295.15,291.23,291.6
16-05-19,5,291.23,295.41,290.87,294.72
17-05-19,6,294,301.25,292.9,300.52
20-05-19,2,305.25,314.08,304.99,313.81
21-05-19,3,311.71,314.95,308.55,309
22-05-19,4,309.9,312.55,307.24,311.72
23-05-19,5,314,323.1,308.85,310.55
24-05-19,6,311.11,318.25,311.11,317.31
27-05-19,2,316.87,322,315.49,321.61
28-05-19,3,319.9,322.85,319.45,321.91
29-05-19,4,320.99,321.3,317.45,318.38
30-05-19,5,318.3,321.99,316.22,321.21
31-05-19,6,322.45,323.94,312.62,319.78
03-06-19,2,325,325,317.75,322.54
04-06-19,3,328.99,329.89,319.86,322.21
06-06-19,5,321.15,321.5,314.14,314.61
07-06-19,6,314.71,316.85,307.09,316.47
10-06-19,2,317.9,319.02,314.06,315.5
11-06-19,3,317,319.8,314.9,318.28
12-06-19,4,316.87,317.5,314.67,315.48
13-06-19,5,314,316.14,312.05,315.27
14-06-19,6,314.3,315.6,310.5,311.8
17-06-19,2,312.2,312.2,307.5,307.71
18-06-19,3,307.3,310.35,307.03,308.28
19-06-19,4,308.29,312.95,307.66,309.37
20-06-19,5,311.3,315.83,307.28,313.24
21-06-19,6,315,315,311.21,312.65
24-06-19,2,311.82,314,311.75,312.81
25-06-19,3,313.06,315.03,311,314.66
26-06-19,4,315.6,321,313.78,317.28
27-06-19,5,319,320.28,317.37,319.62
28-06-19,6,319.54,321,317.02,318.71
01-07-19,2,320,321.3,319.07,320.17
02-07-19,3,324,324,317.74,319.55
03-07-19,4,319.21,320.95,318.69,320.07
04-07-19,5,320.11,323.03,320.07,321.52
05-07-19,6,323,323.5,320.03,321.58
08-07-19,2,320.03,320.03,312,312.69
09-07-19,3,311.85,313.05,310.25,312.33
10-07-19,4,312.9,313.86,310.56,311.24
11-07-19,5,312.85,314.45,311.4,313.64
12-07-19,6,312.8,315,312.15,312.67
15-07-19,2,313.01,313.01,310,311.03
16-07-19,3,310.01,312.56,309.85,312.4
17-07-19,4,312.4,314.45,311.37,313.08
18-07-19,5,312.55,313.33,309.9,310.01
19-07-19,6,316.21,322.41,302.83,303.16
22-07-19,2,298.1,302.74,295.51,298.25
23-07-19,3,298.93,299.6,295.71,296.89
24-07-19,4,297.3,298.4,294.71,295.4
25-07-19,5,295.89,297.7,294.4,296.08
26-07-19,6,296.85,299.4,295.51,299.08
29-07-19,2,299.1,299.9,297.13,298.54
30-07-19,3,299.79,300.49,294,294.31
31-07-19,4,293.31,294.9,291.74,293.9
01-08-19,5,293.6,294,287.05,287.76
02-08-19,6,287.8,291.65,285.55,288.33
05-08-19,2,285,285,280.25,282.46
06-08-19,3,281.9,288,281.9,286.51
07-08-19,4,286.5,287.6,282.51,283.38
08-08-19,5,283.5,288.51,281.81,288.05
09-08-19,6,290.01,292.33,288.81,290.7
13-08-19,3,291.7,291.7,282.92,283.1
14-08-19,4,283.6,287.32,283.36,285.1
16-08-19,6,285.13,288.2,283.19,287.89
19-08-19,2,287.95,291.04,287.4,288
20-08-19,3,288.35,288.54,284.87,285.67
21-08-19,4,285.5,286.5,283,283.61
22-08-19,5,282.65,282.65,276.1,276.84
23-08-19,6,281.26,281.26,271.2,275.91
26-08-19,2,281.43,286.95,274.81,285.16
27-08-19,3,286,288.44,286,286.85
28-08-19,4,286.2,287,282.51,283.37
29-08-19,5,283.5,283.5,278.5,279.45
30-08-19,6,280.5,281.75,276.8,280.37
03-09-19,3,278,278.06,272.5,273.43
04-09-19,4,273.51,278.42,272.5,277.74
05-09-19,5,277.96,278.99,274,275.34
06-09-19,6,276.6,278.99,276.02,278.48
09-09-19,2,278.4,281.4,275.11,281.01
11-09-19,4,281,283.9,277.5,283.44
12-09-19,5,282.4,286,282.4,284.05
13-09-19,6,283.5,287.71,282.05,286.81
16-09-19,2,285.01,286.5,283.26,285.15
17-09-19,3,284.5,284.5,277,277.54
18-09-19,4,279,280.07,276.55,277.79
19-09-19,5,276.87,277.5,272.7,273.49
20-09-19,6,273.6,300.8,273.4,296.07
23-09-19,2,300,314.2,300,313.68
24-09-19,3,312.5,313,305.7,308.77
25-09-19,4,308,308,301.01,301.78
26-09-19,5,302.9,313.8,301.74,306.57
27-09-19,6,312.49,312.49,304.12,305.39
30-09-19,2,304.38,304.43,296.3,298.18
01-10-19,3,300,301.4,287.23,293.67
03-10-19,5,294.99,294.99,288.7,290.34
04-10-19,6,294,294,283,283.85
07-10-19,2,283.8,288,282,283.33
09-10-19,4,288.8,294.4,282.87,293.51
10-10-19,5,292,292.5,285.2,286.36
11-10-19,6,288.49,291.5,283.52,286.91
14-10-19,2,288.2,291.7,286.14,287.29
15-10-19,3,289.55,293,288.09,292.01
16-10-19,4,291.9,293.05,289.7,291.92
17-10-19,5,291.04,297.3,290.9,296.43
18-10-19,6,296,298.44,294,297.2
22-10-19,3,297.53,303,297.27,300.07
23-10-19,4,300,302.1,298.27,300.06
24-10-19,5,301.33,302.6,296.33,297.56
25-10-19,6,299.2,301,295.7,300.66
27-10-19,1,301.5,302.5,300.6,301.74
29-10-19,3,305,305.8,301,304.45
30-10-19,4,304.5,307.1,303.5,305.49
31-10-19,5,306.53,309.78,305.9,306.85
01-11-19,6,305,309.8,305,309.15
04-11-19,2,305,312.78,305,310.14
05-11-19,3,310.1,311.28,307.71,308.6
06-11-19,4,313,313,306.23,312.01
07-11-19,5,312.5,314.1,311.4,312.87
08-11-19,6,312,316.89,312,314.12
11-11-19,2,313.5,317.5,313,316.5
13-11-19,4,316.5,317.4,311.03,311.5
14-11-19,5,311.6,313.6,309.49,313.28
15-11-19,6,314.41,317.93,314.26,317.15
18-11-19,2,316,318.45,315.4,315.7
19-11-19,3,317.93,319,315.79,318.61
20-11-19,4,312.61,320.49,308.63,314.5
21-11-19,5,318,320.3,318,319.25
22-11-19,6,318.4,319.31,316.36,316.88
25-11-19,2,316.8,321.78,316.54,321.42
26-11-19,3,321.76,324,320.9,323.13
27-11-19,4,322.1,324.97,322.1,324.5
28-11-19,5,325,328.4,324.8,327.83
29-11-19,6,327.79,327.79,324.39,325.61
02-12-19,2,325.76,326.2,323.83,324.94
03-12-19,3,324.94,324.94,321.4,322.17
04-12-19,4,321.5,326.9,320.02,325.98
05-12-19,5,326.99,327.2,322.87,323.55
06-12-19,6,323.57,325.34,318.71,319.84
09-12-19,2,324.4,324.4,317.7,319.85
10-12-19,3,318.64,320.16,317.24,317.74
11-12-19,4,318.2,319.62,316.55,318.73
12-12-19,5,319.65,322.99,319.58,322.45
13-12-19,6,323.86,327.3,323.85,326.41
16-12-19,2,327.44,327.6,325.21,326.04
17-12-19,3,326.69,328.27,325.92,327.63
18-12-19,4,327.62,329.1,326.21,328.7
19-12-19,5,331.63,331.75,327.34,329.51
20-12-19,6,329.55,331.55,329.45,330.91
23-12-19,2,331,331.7,329.22,330.71
24-12-19,3,330.95,331,329.06,330.37
26-12-19,5,330.3,330.3,327,327.76
27-12-19,6,327.05,331.5,327,330.74
30-12-19,2,331.35,332.9,328.4,330.09
31-12-19,3,330,330.25,328.02,329
01-01-20,4,329.2,330.1,327.4,328.31
02-01-20,5,332.95,332.95,328.51,331.93
03-01-20,6,329.15,330.1,325.89,326.54
06-01-20,2,325.05,325.18,318,319.18
07-01-20,3,321.6,324.8,318.08,320.17
08-01-20,4,318.05,320.4,315.3,319.47
09-01-20,5,320.11,327.89,320.05,327.01
10-01-20,6,328,330.1,326.86,327.82
13-01-20,2,328.55,329.8,327.6,328.65
14-01-20,3,328.63,328.68,326.63,327.83
15-01-20,4,328.05,328.05,323.9,324.8
16-01-20,5,325.38,326.4,323.66,325.16
17-01-20,6,326.4,326.4,322.16,322.91
20-01-20,2,324.62,324.62,317.7,318
21-01-20,3,318,318.4,315.7,316.42
22-01-20,4,315.05,318.87,313.17,313.85
23-01-20,5,314.19,317.6,313.5,317.09
24-01-20,6,317.45,320.28,315.55,319.57
27-01-20,2,319.57,319.57,315.2,315.52
28-01-20,3,315.5,317.5,312.7,314.13
29-01-20,4,314.55,316.9,314.55,315.53
30-01-20,5,315.6,315.6,312,312.71
31-01-20,6,315.35,317.35,313.5,316.9
01-02-20,7,316.5,316.5,303.09,304.68
03-02-20,2,307,307.79,302.36,306.93
04-02-20,3,308.34,314.2,308.22,312.9
05-02-20,4,313.24,317,312.14,316.81
06-02-20,5,315.5,321.87,315,319.83
07-02-20,6,319.83,320.8,317.17,318.34
10-02-20,2,317.76,318.07,316.1,317.68
11-02-20,3,318.57,321,318.51,319.47
12-02-20,4,320.33,321.99,320.22,321.07
13-02-20,5,321.1,321.1,317.72,318.22
14-02-20,6,318.51,320.03,313.9,314.75
17-02-20,2,316.8,316.8,312.55,313.06
18-02-20,3,312.1,313.25,309.45,312.28
19-02-20,4,315,315.25,312.1,314.01
20-02-20,5,316,316.6,312.6,315.12
24-02-20,2,314.94,314.99,309.55,309.67
25-02-20,3,315,315,309.34,310.54
26-02-20,4,309.99,311.4,307.5,309.92
27-02-20,5,311.98,311.98,304.8,307.42
28-02-20,6,303,304.85,295.78,296.72
02-03-20,2,297.5,302.3,291.6,294.45
03-03-20,3,300.3,304,293.23,298.27
04-03-20,4,292.3,299.88,287.5,292.7
05-03-20,5,293.35,297.4,291.04,294.59
06-03-20,6,292.99,292.99,280,284.77
09-03-20,2,278.06,283.49,265.55,271.61
11-03-20,4,273.5,274.18,268.5,270.62
12-03-20,5,276,281.4,242.1,244.89
13-03-20,6,238,264.5,225.78,257.76
16-03-20,2,256.49,256.49,239,239.97
17-03-20,3,237.05,245.9,225,226.35
18-03-20,4,230.9,231.85,206.92,210.12
19-03-20,5,208.99,212.5,195,203.57
20-03-20,6,203,211.4,196.8,204.25
23-03-20,2,195.05,196,172.2,174.78
24-03-20,3,180,184,169.55,174.05
25-03-20,4,173.9,189,172.55,186.86
26-03-20,5,189,204.75,186.86,197.89
27-03-20,6,201.8,215,195,201.2
30-03-20,2,199.3,199.5,190.6,191.62
31-03-20,3,196,199,191.46,194.57
01-04-20,4,195,195,185.5,187.02
03-04-20,6,187.07,190,174,174.83
07-04-20,3,181,193.02,181,192.12
08-04-20,4,190,205.4,186.06,191.28
09-04-20,5,195,199.5,192.1,198.58
13-04-20,2,199.49,199.8,193.55,196.44
15-04-20,4,199,202.33,188.8,191.35
16-04-20,5,191.35,196.5,188,195.48
17-04-20,6,199.9,225.9,197.75,210.32
20-04-20,2,205,218.8,205,206.9
21-04-20,3,202.11,205,195.01,198.23
22-04-20,4,198.3,199.99,192.12,199.18
23-04-20,5,199.92,204.65,197.82,203.53
24-04-20,6,202.42,202.42,195.63,196.9
27-04-20,2,199.89,203.07,198.5,201.6
28-04-20,3,203,207.95,203,207.1
29-04-20,4,210,214,204.1,211.86
30-04-20,5,209.8,219.99,209.8,215.33
04-05-20,2,213.4,213.4,198.1,199.2
05-05-20,3,199.2,203.29,194.51,195.12
06-05-20,4,195.5,200.21,191.2,199.28
07-05-20,5,199,200.46,195.8,197.25
08-05-20,6,199.98,201.4,195,195.3
11-05-20,2,199.95,199.95,190.92,191.42
12-05-20,3,191.4,191.62,184.6,190.27
13-05-20,4,194.5,202.8,194.5,197.78
14-05-20,5,197,197,191.58,192.42
15-05-20,6,193.95,193.95,188.5,190.05
18-05-20,2,190.05,190.05,177,177.63
19-05-20,3,180,182.9,175.05,175.87
20-05-20,4,177.7,181.1,175.3,179.04
21-05-20,5,180,182.75,177.6,178.27
22-05-20,6,176.75,180,172.5,173.76
26-05-20,3,180,182,174.61,175.82
27-05-20,4,175.82,188.7,175.82,187.79
28-05-20,5,189,195,188.7,192.21
29-05-20,6,191,194.88,188.27,193.68
01-06-20,2,195.11,203.64,195.11,200.53
02-06-20,3,201.5,207.46,199.3,206.4
03-06-20,4,209,217.65,207.7,210.67
04-06-20,5,210,212.84,204.62,205.4
05-06-20,6,206.85,213.64,205,211.96
08-06-20,2,215,219.23,211.56,214.02
09-06-20,3,215,217.44,207.84,208.56
10-06-20,4,210,214.7,206.7,213.18
11-06-20,5,212.25,213.99,206,206.77
12-06-20,6,204.49,208.55,198,207.74
15-06-20,2,207.45,207.45,199,200.74
16-06-20,3,204,208.33,196.42,203.89
17-06-20,4,202.99,207.43,200,202.94
18-06-20,5,203.9,211.77,201.6,210.97
19-06-20,6,211.97,216.14,210.08,215.07
22-06-20,2,216.3,222.3,215,218.5
23-06-20,3,223.9,238.2,217.85,224.58
24-06-20,4,225.11,226.13,215,215.85
25-06-20,5,215,217.86,211.1,216.3
26-06-20,6,217,219,214,216.82
29-06-20,2,215.77,216.12,212,215.31
30-06-20,3,218.35,218.4,213.8,215.41
01-07-20,4,215.6,221.82,213.5,221.24
02-07-20,5,222.99,224.66,220.52,221.51
03-07-20,6,224.2,224.2,219.57,220.46
06-07-20,2,223.98,225.5,223,223.67
07-07-20,3,224,227.88,221.74,227.35
08-07-20,4,228,232.65,227,228.5
09-07-20,5,230,231.85,227.9,231.09
10-07-20,6,229,231.2,225.14,226.04
13-07-20,2,226.04,229.15,221.8,222.51
14-07-20,3,221.9,222.99,213.62,215.39
15-07-20,4,218.19,220.25,213.27,214.14
16-07-20,5,216,217.73,211.25,216.67
17-07-20,6,217.9,221.78,216.36,220.7
20-07-20,2,224.9,225.99,221.16,224.39
21-07-20,3,225.39,230,222.4,229.32
22-07-20,4,230.01,232,227.3,229.72
23-07-20,5,231,232.5,228.11,231.99
24-07-20,6,231.1,231.1,225.3,227.74
27-07-20,2,228.89,232,219.75,220.12
28-07-20,3,221.99,223.87,217.92,222.67
29-07-20,4,221.01,225,220.6,222.14
30-07-20,5,222.49,223.62,216.7,217.39
31-07-20,6,217.41,221.39,215.3,217.89
03-08-20,2,219.78,219.78,212.1,212.62
04-08-20,3,214.74,216.92,212.1,215.97
05-08-20,4,216.95,220.21,215.51,216.09
06-08-20,5,217.9,220.05,214.63,217.22
07-08-20,6,218.83,218.85,215.01,218.21
10-08-20,2,219.9,221.5,217,220.05
11-08-20,3,221,224.36,221,224.04
12-08-20,4,224.89,225,221.2,224.32
13-08-20,5,225.48,226.56,222.63,223.16
14-08-20,6,224.99,225,216.27,217.85
17-08-20,2,220.2,220.2,215.6,218.66
18-08-20,3,218,223.84,213.05,223.37
19-08-20,4,224.89,225.66,223.5,224.17
20-08-20,5,222.95,223,220,221.14
21-08-20,6,225.2,225.2,221.25,223.95
24-08-20,2,228.9,230,225,229.31
25-08-20,3,231.8,232.6,229.31,231.99
26-08-20,4,255,255,231.39,235.64
27-08-20,5,237.2,238.14,235.64,237.35
28-08-20,6,244.9,248.4,238,247.24
31-08-20,2,284.3,284.3,235.51,239.57
01-09-20,3,264.88,264.88,236.7,239.98
02-09-20,4,249.31,249.31,236.62,240.65
03-09-20,5,244.65,244.65,236.12,237.12
04-09-20,6,234,235.67,230.2,231.9
07-09-20,2,233.95,233.95,228.61,231.37
08-09-20,3,231.1,232.44,228.1,229.01
09-09-20,4,229,229,222.07,224.24
10-09-20,5,227.95,228.36,223.76,226.36
11-09-20,6,226.4,227.99,223.6,226.57
14-09-20,2,224.05,229.15,222.01,222.75
15-09-20,3,227,230,222.1,226.24
16-09-20,4,228,229.5,221.1,227.26
17-09-20,5,226.89,226.89,223.9,224.32
18-09-20,6,227.95,227.95,218.6,221.33
21-09-20,2,221.95,222,214.07,215.07
22-09-20,3,218,219.89,211.22,213.11
23-09-20,4,217,219,209.86,213.58
24-09-20,5,245,245,206.16,206.8
25-09-20,6,219,219,205.86,211.1
28-09-20,2,209.1,218.73,209.1,218.15
29-09-20,3,219.4,219.4,214.21,215.74
30-09-20,4,216.9,217,212.8,215.94
01-10-20,5,217.1,224.17,217,223.71
05-10-20,2,224,228.62,223.25,224.68
06-10-20,3,226.52,229.73,225.5,229.33
07-10-20,4,229.95,231.18,226.96,230.34
08-10-20,5,231.84,235.2,231.3,232.87
09-10-20,6,235.84,240,232,239.42
12-10-20,2,239.5,242.65,236.56,238.27
13-10-20,3,242,242,235.25,236.51
14-10-20,4,244.4,244.4,232.3,240.16
15-10-20,5,240.16,241.8,231,231.93
16-10-20,6,233.79,237.69,232.66,236.5
19-10-20,2,236,244.4,235.55,243.9
20-10-20,3,244.9,244.95,241.5,244.11
21-10-20,4,244.95,249.25,241.82,247.28
22-10-20,5,248,248.95,241.35,246.1
23-10-20,6,247.55,248.46,244.66,246.49
26-10-20,2,246.49,247.35,240.4,242.43
27-10-20,3,241.98,248.9,240.19,248.51
28-10-20,4,248.49,248.9,242.05,243.77
29-10-20,5,247,247,239.8,242.44
30-10-20,6,247,247,237.75,240.65
02-11-20,2,243.5,252.29,240.65,250.13
03-11-20,3,251.95,258.6,250,257.72
04-11-20,4,257.72,260.43,253.18,259.74
05-11-20,5,264,264.88,260.11,264.04
06-11-20,6,261,269.46,261,268.87
09-11-20,2,268.99,278.15,268.99,277.4
10-11-20,3,279.4,289.85,279.11,288.14
11-11-20,4,293,293,284.2,290.71
12-11-20,5,290,293,282.9,284.77
13-11-20,6,286.97,286.99,279.02,286.43
14-11-20,7,287.5,288.89,285.69,287.13
17-11-20,3,290.7,294,285.7,293.58
18-11-20,4,299.75,300,292.16,299.78
19-11-20,5,299,299.49,289.5,290.79
20-11-20,6,294.8,295.67,287.61,294.63
23-11-20,2,295,297,289.53,292.12
24-11-20,3,293,299,293,298.59
25-11-20,4,300,303.14,293.2,293.79
26-11-20,5,298.5,298.5,291.35,297.11
27-11-20,6,297.11,299,295.3,297.06
01-12-20,3,299.7,300.38,293,299.43
02-12-20,4,299.79,299.9,293.26,296.68
03-12-20,5,299.09,299.7,295.5,296.19
04-12-20,6,297.36,302.99,296.25,301.92
07-12-20,2,304.1,304.54,299.2,303.13
08-12-20,3,305,309,301.37,303.45
09-12-20,4,303.45,309.3,303.45,308.41
10-12-20,5,302.1,309.5,302.1,306.78
11-12-20,6,307.8,309.7,304.78,307.99
14-12-20,2,308.5,310.49,307.8,309.22
15-12-20,3,309.22,310,305.2,308.43
16-12-20,4,308.43,310.54,307.71,309.01
17-12-20,5,309.29,311.2,307.6,309.99
18-12-20,6,310.95,312.9,305.68,309.17
21-12-20,2,307.88,309.11,294.25,296.22
22-12-20,3,302.95,303.9,291.5,297.78
23-12-20,4,297.38,300.71,296.1,300.05
24-12-20,5,301.8,306.46,301,305.28
28-12-20,2,306,312,306,310.1
29-12-20,3,311.24,314.45,311.11,314.11
30-12-20,4,315.47,316,311.21,313.94
31-12-20,5,313.85,314.8,311.5,313.54
01-01-21,6,314.35,315,312.54,313.65
04-01-21,2,316,316.73,310.31,314.12
05-01-21,3,313.21,319.48,311.13,318.73
06-01-21,4,320.64,321.26,317.4,319.67
07-01-21,5,325,325,320,321.08
08-01-21,6,324.1,324.1,321.2,321.82
11-01-21,2,329.6,329.6,319.26,321.39
12-01-21,3,319.52,325.79,318.74,325.24
13-01-21,4,327.48,328.3,323.76,327.83
14-01-21,5,328,329,326.5,327.25
15-01-21,6,327.25,327.25,322.7,324.31
